state	sex	race	age	education	party	ideology	state_contestedness	vote
FL	male	white	30-44	college graduate	B	conservative	battleground	B
FL	male	other	30-44	college graduate	B	conservative	battleground	B
FL	male	white	30-44	some college	B	conservative	battleground	B
FL	female	white	65+	high school graduate	A	moderate	battleground	A
FL	female	white	65+	high school graduate	B	conservative	battleground	B
FL	male	white	45-64	some college	A	moderate	battleground	A
FL	female	white	30-44	high school graduate	other	moderate	battleground	A
FL	female	black	30-44	high school graduate	A	conservative	battleground	A
FL	male	white	18-29	some college	other	moderate	battleground	A
FL	male	white	45-64	college graduate	B	moderate	battleground	B
FL	male	other	30-44	college graduate	B	conservative	battleground	B
FL	female	hispanic	30-44	some college	other	moderate	battleground	A
FL	female	black	65+	some college	A	moderate	battleground	A
FL	female	hispanic	45-64	college graduate	B	conservative	battleground	B
FL	female	hispanic	45-64	high school graduate	A	liberal	battleground	A
FL	female	white	45-64	college graduate	A	liberal	battleground	A
FL	female	white	18-29	college graduate	A	moderate	battleground	B
FL	female	hispanic	18-29	some college	B	conservative	battleground	B
FL	female	hispanic	45-64	college graduate	B	moderate	battleground	B
FL	male	black	65+	high school graduate	A	moderate	battleground	A
FL	male	black	18-29	some college	B	conservative	battleground	A
FL	female	white	65+	college graduate	B	conservative	battleground	B
FL	female	white	30-44	college graduate	A	moderate	battleground	A
FL	male	white	45-64	college graduate	A	moderate	battleground	B
FL	female	hispanic	45-64	didn't graduate from HS	B	conservative	battleground	B
FL	female	hispanic	30-44	college graduate	B	conservative	battleground	B
FL	female	white	45-64	college graduate	B	moderate	battleground	A
FL	male	white	30-44	high school graduate	A	moderate	battleground	A
FL	male	white	30-44	college graduate	A	moderate	battleground	A
FL	female	white	65+	some college	other	conservative	battleground	B
FL	female	black	45-64	high school graduate	A	moderate	battleground	A
FL	female	white	45-64	college graduate	B	conservative	battleground	B
FL	female	hispanic	18-29	college graduate	A	liberal	battleground	A
FL	male	white	45-64	some college	A	liberal	battleground	A
FL	female	black	18-29	some college	A	moderate	battleground	A
FL	male	white	30-44	some college	B	moderate	battleground	B
FL	female	white	45-64	some college	other	conservative	battleground	B
FL	female	white	45-64	college graduate	B	moderate	battleground	A
FL	male	hispanic	45-64	college graduate	other	moderate	battleground	B
FL	male	white	30-44	some college	B	conservative	battleground	B
FL	female	black	30-44	college graduate	A	moderate	battleground	A
FL	male	white	65+	high school graduate	A	moderate	battleground	A
FL	female	white	45-64	some college	B	liberal	battleground	B
FL	male	black	45-64	some college	A	moderate	battleground	A
FL	female	white	45-64	college graduate	B	conservative	battleground	B
FL	female	white	30-44	college graduate	A	liberal	battleground	B
FL	female	white	30-44	college graduate	B	conservative	battleground	B
FL	female	black	18-29	high school graduate	A	moderate	battleground	A
FL	female	white	18-29	some college	other	moderate	battleground	B
FL	female	hispanic	30-44	college graduate	B	conservative	battleground	B
FL	male	white	45-64	college graduate	B	moderate	battleground	A
FL	female	white	45-64	some college	A	liberal	battleground	A
FL	female	hispanic	45-64	college graduate	other	moderate	battleground	B
FL	male	hispanic	65+	college graduate	other	moderate	battleground	B
FL	female	white	30-44	some college	B	moderate	battleground	B
FL	female	other	30-44	some college	B	conservative	battleground	B
FL	male	black	30-44	college graduate	A	moderate	battleground	A
FL	male	white	65+	college graduate	B	moderate	battleground	B
FL	male	white	30-44	high school graduate	other	moderate	battleground	A
FL	male	white	65+	high school graduate	A	moderate	battleground	A
FL	female	white	18-29	some college	A	liberal	battleground	B
FL	male	black	18-29	didn't graduate from HS	A	moderate	battleground	A
FL	female	white	45-64	some college	A	moderate	battleground	A
FL	female	white	45-64	college graduate	other	moderate	battleground	B
FL	female	white	45-64	college graduate	A	moderate	battleground	A
FL	male	black	18-29	didn't graduate from HS	A	moderate	battleground	A
FL	female	other	45-64	college graduate	other	moderate	battleground	B
FL	male	hispanic	18-29	some college	A	liberal	battleground	A
FL	female	white	45-64	some college	B	moderate	battleground	B
FL	female	white	18-29	college graduate	B	moderate	battleground	B
FL	female	black	18-29	high school graduate	other	moderate	battleground	A
FL	female	black	30-44	high school graduate	A	moderate	battleground	A
FL	male	white	45-64	some college	B	conservative	battleground	B
FL	female	hispanic	18-29	some college	B	conservative	battleground	B
FL	female	white	45-64	college graduate	B	conservative	battleground	B
FL	male	hispanic	30-44	some college	A	moderate	battleground	A
FL	male	black	18-29	didn't graduate from HS	A	moderate	battleground	A
FL	male	black	45-64	high school graduate	A	liberal	battleground	A
FL	female	white	18-29	some college	B	moderate	battleground	B
FL	male	white	65+	some college	A	conservative	battleground	A
FL	female	white	30-44	didn't graduate from HS	B	conservative	battleground	B
FL	female	white	30-44	some college	other	moderate	battleground	B
FL	female	white	30-44	college graduate	other	moderate	battleground	B
FL	female	white	65+	some college	B	moderate	battleground	B
FL	female	white	45-64	some college	other	liberal	battleground	B
FL	female	white	18-29	some college	A	liberal	battleground	A
FL	female	hispanic	45-64	some college	B	conservative	battleground	B
FL	female	hispanic	45-64	high school graduate	A	liberal	battleground	A
FL	female	white	18-29	college graduate	A	liberal	battleground	A
FL	male	white	45-64	college graduate	B	moderate	battleground	A
FL	female	white	18-29	didn't graduate from HS	A	liberal	battleground	A
FL	female	hispanic	30-44	some college	A	liberal	battleground	A
FL	male	black	30-44	college graduate	A	moderate	battleground	A
FL	male	white	18-29	college graduate	B	conservative	battleground	B
FL	female	white	30-44	college graduate	other	conservative	battleground	B
FL	female	white	45-64	college graduate	A	moderate	battleground	A
FL	male	black	18-29	didn't graduate from HS	A	liberal	battleground	A
FL	female	white	45-64	college graduate	other	moderate	battleground	A
FL	female	white	45-64	college graduate	A	liberal	battleground	A
FL	male	white	45-64	some college	B	conservative	battleground	B
FL	female	white	45-64	college graduate	B	conservative	battleground	B
FL	male	white	45-64	some college	A	liberal	battleground	A
FL	male	white	18-29	college graduate	other	liberal	battleground	A
FL	male	white	30-44	college graduate	B	conservative	battleground	B
FL	male	hispanic	45-64	college graduate	A	liberal	battleground	A
FL	female	white	30-44	some college	B	moderate	battleground	A
FL	female	white	45-64	some college	other	conservative	battleground	B
FL	female	hispanic	18-29	some college	B	conservative	battleground	B
FL	male	white	45-64	some college	B	conservative	battleground	B
FL	male	white	65+	college graduate	B	moderate	battleground	B
FL	female	black	18-29	high school graduate	other	moderate	battleground	A
FL	male	hispanic	18-29	some college	other	moderate	battleground	A
FL	male	white	45-64	college graduate	other	moderate	battleground	A
FL	male	hispanic	45-64	didn't graduate from HS	A	liberal	battleground	A
FL	female	white	30-44	some college	A	liberal	battleground	A
FL	male	white	18-29	some college	other	liberal	battleground	A
FL	male	white	30-44	some college	B	moderate	battleground	B
FL	male	hispanic	18-29	some college	A	moderate	battleground	A
FL	female	white	30-44	college graduate	other	moderate	battleground	B
FL	male	black	45-64	didn't graduate from HS	A	moderate	battleground	A
FL	female	white	45-64	college graduate	A	moderate	battleground	A
FL	female	black	18-29	high school graduate	other	conservative	battleground	A
FL	male	white	30-44	didn't graduate from HS	B	moderate	battleground	B
FL	female	white	45-64	college graduate	other	moderate	battleground	A
FL	female	hispanic	30-44	college graduate	A	moderate	battleground	A
FL	female	white	65+	college graduate	other	moderate	battleground	A
FL	female	black	18-29	some college	A	conservative	battleground	A
FL	female	hispanic	45-64	high school graduate	A	conservative	battleground	B
FL	female	black	30-44	high school graduate	A	moderate	battleground	A
FL	female	white	45-64	college graduate	other	liberal	battleground	A
FL	female	hispanic	45-64	some college	B	moderate	battleground	B
GA	male	hispanic	18-29	some college	other	moderate	solid B	A
GA	male	white	30-44	high school graduate	A	liberal	solid B	A
GA	male	black	18-29	college graduate	A	moderate	solid B	A
GA	male	white	30-44	some college	B	moderate	solid B	B
GA	male	white	65+	college graduate	other	conservative	solid B	B
GA	female	white	45-64	college graduate	other	moderate	solid B	B
GA	female	white	30-44	high school graduate	A	moderate	solid B	B
GA	male	hispanic	18-29	high school graduate	A	liberal	solid B	A
GA	female	white	18-29	didn't graduate from HS	B	liberal	solid B	B
GA	male	white	45-64	high school graduate	B	conservative	solid B	B
GA	male	white	18-29	some college	B	conservative	solid B	B
GA	female	white	30-44	some college	B	conservative	solid B	B
GA	female	white	65+	high school graduate	B	conservative	solid B	B
GA	male	black	65+	high school graduate	A	liberal	solid B	A
GA	male	white	45-64	college graduate	A	moderate	solid B	A
GA	male	black	45-64	some college	A	liberal	solid B	A
GA	female	white	30-44	some college	other	conservative	solid B	A
GA	female	black	65+	high school graduate	B	moderate	solid B	A
GA	female	black	30-44	some college	A	moderate	solid B	A
GA	female	white	45-64	college graduate	B	moderate	solid B	B
GA	female	white	45-64	some college	A	moderate	solid B	B
GA	male	white	45-64	some college	other	moderate	solid B	B
GA	male	white	45-64	high school graduate	B	moderate	solid B	B
GA	male	white	65+	some college	A	conservative	solid B	A
GA	male	black	45-64	college graduate	A	moderate	solid B	A
GA	male	white	45-64	high school graduate	B	conservative	solid B	B
GA	female	white	45-64	college graduate	B	conservative	solid B	B
GA	male	white	30-44	college graduate	A	liberal	solid B	A
GA	male	white	18-29	some college	B	moderate	solid B	B
GA	female	black	30-44	didn't graduate from HS	A	moderate	solid B	B
GA	female	black	45-64	some college	other	moderate	solid B	A
GA	female	black	65+	some college	A	liberal	solid B	A
GA	female	white	30-44	college graduate	B	moderate	solid B	B
GA	female	black	65+	some college	B	moderate	solid B	A
GA	male	black	65+	didn't graduate from HS	A	moderate	solid B	A
GA	female	black	30-44	college graduate	A	moderate	solid B	A
GA	female	black	30-44	high school graduate	A	liberal	solid B	A
GA	female	black	30-44	college graduate	other	conservative	solid B	A
GA	male	black	45-64	some college	other	moderate	solid B	A
GA	male	hispanic	45-64	college graduate	B	conservative	solid B	B
GA	female	black	18-29	high school graduate	A	conservative	solid B	A
GA	male	hispanic	18-29	high school graduate	A	conservative	solid B	A
GA	male	white	30-44	some college	B	conservative	solid B	B
GA	male	white	45-64	high school graduate	other	moderate	solid B	B
GA	male	white	30-44	some college	B	moderate	solid B	B
GA	male	white	30-44	some college	B	conservative	solid B	B
GA	female	black	65+	high school graduate	A	moderate	solid B	A
GA	male	white	45-64	college graduate	other	moderate	solid B	B
GA	female	white	30-44	college graduate	other	moderate	solid B	A
GA	male	white	30-44	some college	B	conservative	solid B	B
GA	female	white	65+	college graduate	other	conservative	solid B	B
GA	male	white	30-44	some college	A	moderate	solid B	B
GA	female	black	18-29	college graduate	A	conservative	solid B	A
GA	female	white	18-29	college graduate	B	moderate	solid B	B
GA	female	white	45-64	college graduate	B	conservative	solid B	B
GA	female	white	18-29	college graduate	other	liberal	solid B	A
GA	male	white	30-44	some college	A	moderate	solid B	A
GA	male	white	45-64	some college	A	moderate	solid B	A
GA	female	white	45-64	college graduate	A	moderate	solid B	A
GA	female	white	30-44	some college	A	conservative	solid B	A
GA	female	white	45-64	didn't graduate from HS	A	moderate	solid B	A
GA	female	white	45-64	some college	other	moderate	solid B	B
GA	male	white	30-44	college graduate	B	conservative	solid B	B
GA	female	black	18-29	some college	A	moderate	solid B	A
GA	female	black	18-29	college graduate	A	moderate	solid B	A
GA	female	white	30-44	college graduate	other	moderate	solid B	B
GA	female	white	18-29	some college	A	liberal	solid B	A
GA	female	black	30-44	some college	A	moderate	solid B	A
GA	female	white	18-29	college graduate	B	moderate	solid B	B
GA	female	black	45-64	some college	A	moderate	solid B	A
GA	male	white	30-44	some college	B	moderate	solid B	B
GA	male	black	30-44	high school graduate	A	conservative	solid B	A
GA	male	white	30-44	didn't graduate from HS	B	conservative	solid B	B
GA	female	white	65+	high school graduate	A	conservative	solid B	B
GA	female	white	45-64	didn't graduate from HS	B	moderate	solid B	B
GA	male	white	45-64	some college	B	conservative	solid B	B
GA	female	black	30-44	college graduate	A	moderate	solid B	A
GA	male	other	45-64	some college	A	conservative	solid B	A
GA	male	white	45-64	college graduate	B	liberal	solid B	B
GA	female	white	45-64	high school graduate	other	conservative	solid B	A
GA	female	white	45-64	some college	B	conservative	solid B	B
GA	female	white	65+	college graduate	B	conservative	solid B	B
GA	female	black	18-29	college graduate	other	liberal	solid B	A
GA	female	white	30-44	high school graduate	B	conservative	solid B	B
GA	female	black	45-64	some college	A	liberal	solid B	A
GA	female	white	65+	high school graduate	A	moderate	solid B	B
GA	female	white	45-64	college graduate	other	conservative	solid B	B
GA	female	white	45-64	college graduate	B	conservative	solid B	B
GA	female	white	65+	college graduate	B	conservative	solid B	B
GA	female	hispanic	18-29	some college	other	conservative	solid B	B
GA	female	white	65+	high school graduate	B	moderate	solid B	B
GA	male	white	18-29	college graduate	other	moderate	solid B	B
GA	female	black	45-64	college graduate	A	moderate	solid B	A
GA	female	white	18-29	didn't graduate from HS	B	moderate	solid B	B
GA	male	white	30-44	college graduate	B	conservative	solid B	B
GA	female	white	45-64	some college	B	conservative	solid B	B
GA	female	white	30-44	college graduate	other	moderate	solid B	B
GA	female	white	30-44	high school graduate	B	moderate	solid B	B
GA	male	white	18-29	didn't graduate from HS	other	moderate	solid B	A
GA	female	white	65+	some college	other	conservative	solid B	B
GA	female	white	45-64	high school graduate	A	moderate	solid B	A
GA	male	black	45-64	some college	A	moderate	solid B	A
GA	female	black	30-44	high school graduate	other	moderate	solid B	A
GA	male	hispanic	45-64	some college	A	moderate	solid B	A
GA	female	black	18-29	high school graduate	other	liberal	solid B	A
GA	female	black	30-44	high school graduate	A	moderate	solid B	A
GA	male	black	18-29	high school graduate	A	liberal	solid B	A
GA	male	white	45-64	high school graduate	A	moderate	solid B	A
GA	male	black	18-29	college graduate	A	moderate	solid B	A
GA	female	black	18-29	college graduate	A	moderate	solid B	A
GA	male	black	45-64	college graduate	other	moderate	solid B	A
GA	male	black	30-44	high school graduate	A	liberal	solid B	A
GA	female	hispanic	30-44	college graduate	other	moderate	solid B	A
GA	male	white	45-64	college graduate	B	conservative	solid B	B
GA	female	black	30-44	high school graduate	A	moderate	solid B	A
GA	male	white	65+	some college	A	moderate	solid B	B
GA	male	hispanic	18-29	high school graduate	A	moderate	solid B	A
GA	female	white	45-64	high school graduate	B	conservative	solid B	B
GA	female	white	65+	high school graduate	A	moderate	solid B	A
GA	male	black	45-64	college graduate	other	moderate	solid B	A
GA	female	white	45-64	college graduate	B	moderate	solid B	A
GA	female	black	18-29	high school graduate	A	moderate	solid B	A
GA	male	white	18-29	some college	B	moderate	solid B	B
GA	male	black	45-64	college graduate	other	moderate	solid B	A
GA	female	white	30-44	some college	B	conservative	solid B	B
GA	female	black	45-64	didn't graduate from HS	A	moderate	solid B	A
GA	female	white	30-44	some college	B	conservative	solid B	B
GA	female	black	18-29	some college	B	moderate	solid B	A
GA	male	white	65+	some college	B	conservative	solid B	B
GA	male	black	30-44	college graduate	A	liberal	solid B	A
GA	male	white	18-29	college graduate	B	conservative	solid B	B
GA	female	black	30-44	college graduate	A	moderate	solid B	A
GA	female	other	30-44	college graduate	A	liberal	solid B	A
GA	female	white	18-29	college graduate	A	liberal	solid B	A
GA	female	white	30-44	high school graduate	B	moderate	solid B	B
GA	female	white	30-44	college graduate	B	moderate	solid B	B
GA	female	black	45-64	college graduate	B	moderate	solid B	A
GA	male	white	45-64	didn't graduate from HS	other	moderate	solid B	B
GA	female	white	45-64	high school graduate	A	moderate	solid B	A
GA	female	black	18-29	some college	A	moderate	solid B	A
GA	female	white	30-44	college graduate	other	moderate	solid B	B
GA	male	black	45-64	college graduate	A	moderate	solid B	A
GA	male	black	30-44	some college	A	moderate	solid B	A
GA	female	white	45-64	college graduate	B	moderate	solid B	B
GA	female	white	45-64	some college	A	liberal	solid B	A
GA	male	white	45-64	some college	B	conservative	solid B	B
GA	male	white	65+	some college	A	moderate	solid B	B
GA	female	black	30-44	some college	A	liberal	solid B	A
GA	female	white	18-29	college graduate	A	moderate	solid B	A
GA	female	white	45-64	college graduate	B	moderate	solid B	B
GA	male	black	45-64	some college	A	moderate	solid B	A
GA	female	white	45-64	some college	other	moderate	solid B	B
GA	female	white	18-29	high school graduate	A	conservative	solid B	A
GA	female	black	18-29	didn't graduate from HS	A	conservative	solid B	A
GA	male	black	30-44	college graduate	A	moderate	solid B	A
GA	female	black	30-44	didn't graduate from HS	A	moderate	solid B	A
GA	male	white	45-64	college graduate	A	liberal	solid B	A
GA	male	black	30-44	high school graduate	A	conservative	solid B	A
GA	female	black	45-64	college graduate	A	liberal	solid B	A
GA	female	black	30-44	high school graduate	A	conservative	solid B	A
GA	male	white	45-64	college graduate	B	conservative	solid B	B
GA	male	white	18-29	high school graduate	B	conservative	solid B	B
GA	female	black	18-29	didn't graduate from HS	A	liberal	solid B	A
GA	female	black	30-44	some college	other	moderate	solid B	A
GA	female	white	45-64	college graduate	B	conservative	solid B	B
GA	female	white	45-64	some college	other	conservative	solid B	B
GA	male	white	30-44	high school graduate	other	moderate	solid B	B
GA	female	white	45-64	high school graduate	B	conservative	solid B	B
GA	female	black	45-64	some college	A	liberal	solid B	A
GA	female	hispanic	30-44	some college	A	moderate	solid B	A
GA	female	white	30-44	high school graduate	B	moderate	solid B	B
GA	female	black	18-29	didn't graduate from HS	A	conservative	solid B	A
GA	female	white	45-64	some college	B	conservative	solid B	B
GA	female	white	45-64	college graduate	B	conservative	solid B	B
GA	male	white	18-29	didn't graduate from HS	B	conservative	solid B	B
GA	female	white	30-44	some college	A	moderate	solid B	A
GA	male	black	65+	some college	other	moderate	solid B	A
GA	female	black	18-29	high school graduate	A	moderate	solid B	A
GA	female	hispanic	45-64	high school graduate	A	moderate	solid B	A
GA	female	black	45-64	didn't graduate from HS	A	conservative	solid B	A
GA	female	black	30-44	college graduate	A	moderate	solid B	A
GA	female	other	45-64	college graduate	A	conservative	solid B	A
GA	female	black	30-44	college graduate	A	moderate	solid B	A
GA	male	black	18-29	some college	other	liberal	solid B	A
GA	female	white	45-64	high school graduate	B	conservative	solid B	B
GA	female	white	45-64	college graduate	B	conservative	solid B	A
GA	female	white	30-44	college graduate	B	conservative	solid B	B
GA	female	white	18-29	some college	B	moderate	solid B	B
GA	female	white	18-29	college graduate	other	moderate	solid B	B
GA	male	black	30-44	some college	A	moderate	solid B	A
GA	female	white	30-44	high school graduate	B	moderate	solid B	B
GA	male	white	65+	college graduate	other	conservative	solid B	B
GA	female	white	65+	college graduate	B	conservative	solid B	B
GA	female	black	65+	high school graduate	A	liberal	solid B	A
GA	male	white	30-44	college graduate	B	conservative	solid B	B
GA	male	hispanic	45-64	college graduate	B	liberal	solid B	A
GA	male	white	45-64	some college	B	moderate	solid B	B
GA	male	white	18-29	college graduate	other	conservative	solid B	B
GA	female	black	45-64	some college	A	moderate	solid B	A
GA	male	black	18-29	some college	A	liberal	solid B	A
GA	female	white	65+	college graduate	A	moderate	solid B	A
GA	male	white	30-44	some college	other	moderate	solid B	A
GA	female	black	18-29	some college	A	moderate	solid B	A
GA	female	white	30-44	high school graduate	other	liberal	solid B	A
GA	female	black	30-44	some college	A	moderate	solid B	A
GA	male	hispanic	30-44	high school graduate	A	moderate	solid B	A
GA	female	white	45-64	high school graduate	B	conservative	solid B	B
GA	male	white	45-64	some college	B	moderate	solid B	B
GA	male	white	45-64	some college	B	conservative	solid B	B
GA	female	black	45-64	high school graduate	A	moderate	solid B	A
GA	male	white	30-44	college graduate	other	conservative	solid B	A
GA	female	white	65+	some college	A	liberal	solid B	A
GA	male	white	30-44	high school graduate	B	conservative	solid B	B
GA	female	white	45-64	some college	B	moderate	solid B	B
GA	male	white	45-64	high school graduate	B	moderate	solid B	B
GA	male	hispanic	18-29	some college	other	moderate	solid B	A
GA	female	white	45-64	college graduate	B	conservative	solid B	B
GA	female	white	18-29	high school graduate	B	conservative	solid B	B
GA	female	white	45-64	college graduate	A	liberal	solid B	A
GA	male	black	30-44	some college	A	moderate	solid B	A
GA	female	black	30-44	some college	A	liberal	solid B	A
GA	female	white	45-64	some college	A	liberal	solid B	A
GA	male	white	45-64	college graduate	A	moderate	solid B	A
GA	female	white	65+	high school graduate	A	conservative	solid B	B
GA	female	white	45-64	didn't graduate from HS	A	moderate	solid B	A
GA	female	white	45-64	college graduate	other	moderate	solid B	A
GA	male	white	18-29	college graduate	other	conservative	solid B	A
GA	male	other	45-64	some college	B	conservative	solid B	B
GA	male	white	45-64	some college	B	moderate	solid B	B
GA	female	black	30-44	high school graduate	A	moderate	solid B	A
GA	female	white	30-44	some college	B	moderate	solid B	B
GA	male	black	45-64	some college	A	moderate	solid B	A
GA	female	white	45-64	some college	B	conservative	solid B	B
GA	female	black	18-29	college graduate	A	liberal	solid B	A
GA	male	white	45-64	college graduate	A	liberal	solid B	A
GA	female	white	45-64	high school graduate	other	liberal	solid B	A
GA	female	black	45-64	college graduate	A	moderate	solid B	A
GA	female	white	45-64	college graduate	other	moderate	solid B	A
GA	female	white	30-44	some college	B	conservative	solid B	B
GA	male	black	45-64	high school graduate	A	liberal	solid B	A
GA	female	black	45-64	some college	A	moderate	solid B	A
GA	male	black	18-29	high school graduate	A	moderate	solid B	A
GA	female	black	18-29	college graduate	A	liberal	solid B	A
IA	female	white	30-44	college graduate	A	moderate	battleground	A
IA	female	white	18-29	high school graduate	other	moderate	battleground	A
IA	male	white	45-64	some college	B	conservative	battleground	B
IA	female	white	18-29	some college	A	moderate	battleground	A
IA	female	white	45-64	high school graduate	A	moderate	battleground	A
IA	female	white	45-64	college graduate	B	conservative	battleground	B
IA	female	white	18-29	high school graduate	B	conservative	battleground	B
IA	male	white	30-44	college graduate	other	moderate	battleground	B
IA	male	white	18-29	some college	other	moderate	battleground	B
IA	male	white	18-29	some college	B	conservative	battleground	B
IA	female	white	30-44	college graduate	B	conservative	battleground	B
IA	male	white	30-44	college graduate	B	moderate	battleground	B
IA	female	white	30-44	high school graduate	A	moderate	battleground	A
IA	male	white	65+	high school graduate	A	moderate	battleground	A
IA	female	white	18-29	college graduate	A	liberal	battleground	A
IA	male	white	65+	college graduate	A	moderate	battleground	A
IA	male	white	45-64	some college	other	moderate	battleground	A
IA	male	white	65+	some college	B	conservative	battleground	B
IA	female	white	18-29	high school graduate	other	conservative	battleground	A
IA	female	white	30-44	college graduate	B	conservative	battleground	B
IA	female	white	18-29	college graduate	A	moderate	battleground	A
IA	female	white	65+	high school graduate	B	conservative	battleground	B
IA	female	white	30-44	high school graduate	other	moderate	battleground	A
IA	male	white	18-29	some college	B	conservative	battleground	B
IA	male	white	30-44	some college	B	moderate	battleground	B
IA	female	white	18-29	some college	B	liberal	battleground	A
IA	female	white	65+	high school graduate	other	moderate	battleground	A
IA	female	white	30-44	college graduate	B	moderate	battleground	B
IA	female	white	30-44	some college	other	conservative	battleground	B
IA	female	white	30-44	some college	A	moderate	battleground	A
IA	female	white	45-64	college graduate	B	liberal	battleground	B
IA	male	white	45-64	high school graduate	other	moderate	battleground	A
IA	male	white	18-29	some college	other	moderate	battleground	A
IA	male	white	18-29	college graduate	B	conservative	battleground	B
IA	male	white	18-29	some college	other	moderate	battleground	A
IA	male	white	30-44	some college	other	moderate	battleground	A
IA	female	black	18-29	some college	A	liberal	battleground	A
IA	male	white	45-64	high school graduate	other	moderate	battleground	B
IA	female	white	18-29	some college	A	liberal	battleground	A
IA	male	white	18-29	some college	A	liberal	battleground	A
IA	male	white	45-64	some college	B	conservative	battleground	B
IA	male	white	65+	didn't graduate from HS	A	liberal	battleground	A
IA	male	white	45-64	high school graduate	A	moderate	battleground	A
IA	female	white	65+	some college	other	conservative	battleground	A
IA	male	white	18-29	high school graduate	A	liberal	battleground	A
IA	female	white	30-44	college graduate	B	moderate	battleground	B
IA	female	white	18-29	college graduate	A	liberal	battleground	A
IA	male	white	45-64	college graduate	A	moderate	battleground	A
IA	female	white	30-44	college graduate	other	conservative	battleground	A
IA	male	white	30-44	some college	A	moderate	battleground	A
IA	male	white	45-64	some college	A	moderate	battleground	A
IA	female	hispanic	18-29	some college	A	liberal	battleground	A
IA	male	white	30-44	college graduate	A	liberal	battleground	A
IA	female	white	30-44	college graduate	B	moderate	battleground	B
IA	male	white	45-64	some college	A	moderate	battleground	A
IA	male	other	30-44	some college	other	liberal	battleground	A
IA	male	white	18-29	college graduate	B	conservative	battleground	A
IA	female	black	45-64	high school graduate	A	conservative	battleground	A
IA	female	white	45-64	some college	A	moderate	battleground	A
IA	female	white	18-29	some college	other	moderate	battleground	A
IA	female	white	18-29	college graduate	other	moderate	battleground	A
IA	female	white	18-29	some college	B	liberal	battleground	A
IA	female	white	30-44	some college	B	conservative	battleground	B
IA	female	white	30-44	some college	A	moderate	battleground	A
IA	male	white	30-44	college graduate	other	moderate	battleground	A
IA	male	white	18-29	some college	B	conservative	battleground	A
IA	female	white	18-29	some college	A	liberal	battleground	A
IA	male	white	45-64	some college	B	conservative	battleground	B
IA	male	white	18-29	some college	A	liberal	battleground	A
IA	female	white	45-64	college graduate	B	moderate	battleground	B
IA	female	white	18-29	some college	B	conservative	battleground	B
IA	female	black	18-29	some college	A	moderate	battleground	A
IA	male	white	45-64	some college	other	moderate	battleground	B
IA	female	white	30-44	college graduate	other	liberal	battleground	A
IA	female	white	18-29	some college	A	liberal	battleground	A
IA	female	white	30-44	college graduate	other	moderate	battleground	B
IA	female	white	18-29	some college	other	moderate	battleground	B
IA	female	white	18-29	some college	other	moderate	battleground	B
ID	male	white	30-44	college graduate	B	conservative	solid B	B
ID	male	white	45-64	college graduate	B	moderate	solid B	B
ID	female	white	45-64	college graduate	other	conservative	solid B	B
ID	female	white	30-44	some college	A	moderate	solid B	A
ID	male	white	45-64	high school graduate	other	conservative	solid B	B
ID	male	white	45-64	college graduate	other	conservative	solid B	B
ID	female	white	65+	college graduate	A	moderate	solid B	A
ID	female	white	45-64	college graduate	B	conservative	solid B	B
ID	male	white	45-64	college graduate	A	moderate	solid B	A
ID	female	white	45-64	some college	B	moderate	solid B	B
ID	female	white	18-29	some college	A	moderate	solid B	A
ID	female	white	30-44	college graduate	B	conservative	solid B	B
ID	female	white	30-44	some college	B	conservative	solid B	B
ID	female	white	18-29	some college	B	conservative	solid B	B
ID	male	white	45-64	college graduate	other	conservative	solid B	B
ID	male	white	30-44	college graduate	B	conservative	solid B	B
ID	male	white	45-64	college graduate	B	conservative	solid B	B
IL	male	white	18-29	college graduate	other	moderate	solid A	B
IL	female	white	45-64	some college	B	conservative	solid A	B
IL	female	white	18-29	college graduate	A	liberal	solid A	A
IL	female	white	45-64	some college	B	moderate	solid A	B
IL	female	white	45-64	some college	other	moderate	solid A	A
IL	male	white	45-64	high school graduate	A	liberal	solid A	A
IL	male	white	45-64	college graduate	A	liberal	solid A	A
IL	male	black	30-44	some college	other	moderate	solid A	A
IL	male	white	65+	didn't graduate from HS	A	moderate	solid A	A
IL	female	white	18-29	high school graduate	A	liberal	solid A	A
IL	female	black	30-44	high school graduate	A	liberal	solid A	A
IL	female	white	45-64	high school graduate	A	moderate	solid A	A
IL	male	white	45-64	college graduate	B	moderate	solid A	A
IL	female	white	45-64	some college	A	moderate	solid A	A
IL	female	white	45-64	college graduate	other	liberal	solid A	A
IL	female	black	18-29	some college	A	moderate	solid A	A
IL	female	black	30-44	college graduate	A	moderate	solid A	A
IL	male	white	45-64	college graduate	other	liberal	solid A	B
IL	male	black	45-64	some college	A	liberal	solid A	A
IL	female	white	30-44	some college	other	moderate	solid A	A
IL	male	white	45-64	some college	B	conservative	solid A	B
IL	male	other	65+	college graduate	other	moderate	solid A	B
IL	male	hispanic	18-29	some college	A	conservative	solid A	A
IL	female	black	18-29	college graduate	A	moderate	solid A	A
IL	male	white	45-64	college graduate	other	moderate	solid A	B
IL	male	white	45-64	some college	B	conservative	solid A	A
IL	male	black	45-64	college graduate	A	conservative	solid A	A
IL	male	white	45-64	college graduate	other	moderate	solid A	B
IL	female	hispanic	45-64	college graduate	A	liberal	solid A	A
IL	male	white	30-44	college graduate	B	conservative	solid A	B
IL	male	white	30-44	college graduate	A	moderate	solid A	A
