state	sex	race	age	education	ideology	vote
MO	male	white	30-44	college graduate	moderate	A
MO	female	white	45-64	college graduate	conservative	B
MO	male	white	45-64	some college	moderate	B
PA	female	hispanic	45-64	didn't graduate from HS	moderate	A
OH	male	white	65+	some college	liberal	A
NJ	female	white	45-64	high school graduate	moderate	A
NY	female	white	45-64	college graduate	conservative	B
CA	male	hispanic	30-44	some college	moderate	A
PA	female	black	45-64	high school graduate	moderate	A
AZ	male	white	18-29	some college	conservative	B
MO	male	white	45-64	college graduate	conservative	B
TX	female	white	30-44	college graduate	conservative	B
OH	female	white	30-44	college graduate	moderate	A
CA	male	white	45-64	college graduate	conservative	B
NC	female	white	45-64	some college	conservative	B
IN	female	white	18-29	didn't graduate from HS	conservative	A
SC	female	white	45-64	college graduate	moderate	A
MS	female	black	30-44	some college	conservative	A
VA	female	black	30-44	high school graduate	moderate	A
PA	female	white	30-44	college graduate	conservative	B
OH	female	white	45-64	high school graduate	moderate	A
PA	female	white	65+	high school graduate	moderate	B
NH	female	white	65+	college graduate	liberal	A
NM	female	other	18-29	high school graduate	liberal	A
MO	female	white	18-29	college graduate	moderate	B
TX	male	white	65+	high school graduate	conservative	B
NY	female	white	30-44	college graduate	liberal	B
AR	female	black	18-29	some college	liberal	A
NH	male	white	45-64	college graduate	moderate	A
TX	female	white	30-44	college graduate	conservative	B
CA	male	white	65+	college graduate	liberal	A
MD	female	white	45-64	college graduate	moderate	B
CA	male	white	45-64	college graduate	moderate	A
CA	male	black	30-44	college graduate	conservative	A
NE	female	white	45-64	college graduate	liberal	A
MI	male	white	45-64	college graduate	conservative	B
CA	female	white	45-64	college graduate	liberal	A
CA	female	hispanic	18-29	some college	conservative	A
CA	female	white	18-29	some college	liberal	A
KS	female	white	45-64	college graduate	moderate	B
CT	female	white	45-64	some college	conservative	B
PA	male	white	45-64	some college	conservative	B
CA	female	white	45-64	college graduate	conservative	B
CA	male	white	30-44	college graduate	liberal	A
OK	female	black	30-44	high school graduate	liberal	A
PA	male	white	45-64	college graduate	moderate	A
TN	female	white	30-44	high school graduate	moderate	B
MN	female	other	45-64	some college	liberal	B
CA	male	white	30-44	some college	moderate	B
UT	female	white	18-29	college graduate	conservative	B
IA	male	white	18-29	some college	conservative	B
MD	female	white	30-44	college graduate	conservative	B
FL	female	white	30-44	college graduate	moderate	B
TN	female	white	45-64	high school graduate	moderate	B
MI	female	white	18-29	college graduate	moderate	B
RI	male	white	30-44	college graduate	conservative	B
OK	male	white	30-44	high school graduate	conservative	B
IA	male	white	30-44	college graduate	moderate	B
WI	male	white	45-64	some college	moderate	A
TX	male	hispanic	18-29	high school graduate	conservative	B
CA	male	white	45-64	college graduate	liberal	A
OH	male	white	45-64	high school graduate	moderate	A
MA	male	hispanic	30-44	college graduate	liberal	A
IN	male	white	18-29	high school graduate	liberal	A
NC	male	black	45-64	high school graduate	conservative	A
TN	female	white	45-64	high school graduate	moderate	B
IA	female	white	18-29	college graduate	moderate	B
AL	female	white	65+	some college	conservative	B
NY	male	black	30-44	high school graduate	moderate	A
CT	male	white	30-44	college graduate	conservative	B
CA	female	white	18-29	some college	liberal	A
CO	male	white	65+	college graduate	conservative	other
FL	female	hispanic	30-44	college graduate	moderate	A
SC	male	white	30-44	college graduate	liberal	A
OK	male	other	65+	college graduate	conservative	B
OK	male	white	18-29	high school graduate	moderate	B
NY	male	white	45-64	college graduate	liberal	A
FL	female	white	30-44	college graduate	liberal	A
AR	male	white	45-64	college graduate	conservative	B
AL	male	white	45-64	college graduate	conservative	B
ME	female	white	30-44	some college	moderate	B
VA	female	white	65+	high school graduate	conservative	B
IL	male	white	30-44	college graduate	conservative	other
CA	male	white	45-64	college graduate	moderate	A
VT	female	white	65+	college graduate	moderate	A
PA	male	black	45-64	college graduate	moderate	A
UT	male	white	45-64	college graduate	liberal	A
NY	female	other	30-44	college graduate	conservative	A
MN	male	white	45-64	college graduate	moderate	A
MN	male	white	45-64	some college	conservative	B
PA	male	white	30-44	college graduate	moderate	B
OH	male	white	45-64	college graduate	moderate	B
CA	male	hispanic	65+	didn't graduate from HS	moderate	B
MD	male	black	30-44	college graduate	moderate	A
MN	female	white	30-44	college graduate	moderate	B
NJ	female	black	45-64	didn't graduate from HS	liberal	A
MO	male	white	30-44	high school graduate	conservative	B
ME	female	white	30-44	college graduate	conservative	B
MT	female	white	18-29	high school graduate	liberal	A
TN	female	white	45-64	some college	conservative	B
TN	female	white	30-44	college graduate	moderate	A
FL	male	hispanic	18-29	some college	moderate	A
CA	female	white	30-44	college graduate	liberal	A
NY	female	white	65+	college graduate	moderate	A
NJ	female	white	45-64	high school graduate	liberal	B
NY	female	black	45-64	college graduate	liberal	A
MS	male	black	30-44	college graduate	moderate	A
ID	male	white	45-64	college graduate	conservative	B
MD	female	white	65+	some college	conservative	B
VA	female	white	45-64	some college	conservative	B
IL	male	white	45-64	high school graduate	conservative	B
WV	male	white	65+	high school graduate	liberal	B
NJ	female	white	65+	college graduate	liberal	A
WV	male	white	18-29	high school graduate	conservative	B
CA	male	white	65+	college graduate	moderate	A
OH	female	white	30-44	college graduate	moderate	A
NY	male	white	45-64	some college	conservative	B
FL	female	white	30-44	college graduate	moderate	A
GA	male	white	65+	high school graduate	conservative	B
FL	female	white	45-64	some college	conservative	B
OH	male	white	18-29	some college	moderate	B
PA	male	white	45-64	college graduate	conservative	B
LA	female	black	65+	some college	liberal	A
MI	female	white	18-29	some college	conservative	B
NJ	female	other	18-29	some college	liberal	A
KS	male	white	65+	college graduate	moderate	B
MO	female	white	45-64	some college	conservative	B
TX	male	other	18-29	some college	moderate	A
NH	male	white	65+	college graduate	liberal	A
OH	male	white	45-64	college graduate	moderate	B
OH	male	white	30-44	college graduate	conservative	B
OH	male	black	30-44	college graduate	moderate	A
NY	male	white	45-64	college graduate	conservative	B
MA	male	white	18-29	didn't graduate from HS	liberal	A
TX	female	white	45-64	some college	moderate	B
VA	female	black	18-29	some college	liberal	A
TN	male	white	65+	some college	conservative	B
NC	female	white	45-64	college graduate	liberal	A
FL	male	white	65+	college graduate	moderate	B
NY	male	hispanic	45-64	some college	conservative	B
PA	female	white	45-64	college graduate	moderate	A
NC	female	white	30-44	college graduate	liberal	B
MN	male	white	18-29	college graduate	liberal	A
PA	male	white	65+	high school graduate	moderate	B
MN	female	white	45-64	college graduate	moderate	A
NC	female	white	18-29	high school graduate	liberal	A
PA	male	white	65+	college graduate	conservative	B
UT	female	white	45-64	college graduate	conservative	B
NY	female	white	45-64	college graduate	conservative	B
CA	female	white	45-64	some college	conservative	B
TN	male	white	45-64	college graduate	conservative	B
MA	male	white	45-64	didn't graduate from HS	conservative	A
OH	male	black	45-64	some college	liberal	A
PA	female	white	30-44	college graduate	moderate	A
IN	female	white	45-64	high school graduate	moderate	A
WI	female	white	65+	high school graduate	moderate	A
LA	female	white	45-64	college graduate	moderate	B
NJ	female	other	45-64	college graduate	moderate	A
GA	male	black	45-64	college graduate	moderate	A
IL	male	white	45-64	college graduate	liberal	A
CA	female	white	45-64	college graduate	conservative	B
NY	male	white	30-44	college graduate	conservative	B
CA	female	hispanic	45-64	some college	moderate	A
FL	male	white	45-64	some college	conservative	B
CO	female	white	18-29	high school graduate	moderate	B
OH	male	white	45-64	some college	liberal	A
TX	male	white	30-44	college graduate	conservative	B
NY	male	other	45-64	high school graduate	liberal	A
MN	female	white	45-64	college graduate	moderate	A
WI	female	white	45-64	some college	moderate	B
OK	male	white	18-29	some college	liberal	A
IL	female	white	30-44	college graduate	liberal	A
NY	female	white	30-44	college graduate	moderate	A
NY	male	white	30-44	high school graduate	moderate	A
MN	female	white	45-64	some college	liberal	A
AZ	male	white	65+	some college	conservative	B
ME	female	white	65+	high school graduate	moderate	A
NY	male	white	45-64	some college	moderate	B
MN	male	white	65+	college graduate	conservative	B
IL	female	white	30-44	college graduate	liberal	A
MD	male	white	45-64	college graduate	moderate	B
MA	female	white	65+	high school graduate	conservative	B
OH	female	white	30-44	college graduate	conservative	B
NH	female	white	65+	high school graduate	liberal	B
IN	female	white	45-64	high school graduate	conservative	B
KY	male	white	45-64	high school graduate	moderate	B
NY	male	black	30-44	some college	liberal	A
MA	female	white	18-29	college graduate	liberal	A
NC	female	white	45-64	some college	conservative	B
CA	male	white	45-64	college graduate	moderate	B
CA	male	white	65+	some college	conservative	B
MI	female	white	18-29	some college	conservative	A
MD	female	white	18-29	high school graduate	liberal	A
MD	female	white	45-64	college graduate	moderate	B
IL	male	white	45-64	high school graduate	moderate	A
KS	male	white	30-44	college graduate	conservative	B
TX	male	hispanic	30-44	some college	conservative	A
CA	male	black	30-44	some college	moderate	A
LA	female	white	45-64	some college	conservative	B
OR	male	hispanic	30-44	some college	moderate	A
FL	female	hispanic	18-29	college graduate	liberal	A
NJ	male	white	30-44	college graduate	conservative	B
NV	female	white	45-64	high school graduate	moderate	B
IL	female	white	18-29	some college	liberal	A
AZ	male	white	45-64	some college	conservative	B
CA	male	white	30-44	college graduate	conservative	B
NC	male	white	30-44	high school graduate	moderate	A
NC	male	black	30-44	high school graduate	moderate	A
AZ	female	hispanic	30-44	college graduate	moderate	B
AZ	male	white	18-29	high school graduate	moderate	A
MN	female	hispanic	30-44	some college	moderate	B
TX	female	black	45-64	college graduate	conservative	other
IL	male	white	18-29	high school graduate	liberal	A
PA	female	white	18-29	college graduate	moderate	A
NY	female	white	18-29	college graduate	liberal	A
MO	male	white	18-29	some college	liberal	A
MO	female	white	30-44	some college	conservative	B
TX	female	white	65+	high school graduate	conservative	B
FL	female	hispanic	30-44	high school graduate	moderate	B
OH	female	white	45-64	some college	conservative	B
MN	female	white	18-29	high school graduate	moderate	A
TN	female	white	65+	college graduate	conservative	A
MA	male	white	30-44	some college	conservative	B
FL	male	black	45-64	high school graduate	conservative	A
MN	male	white	30-44	college graduate	conservative	B
OH	female	white	45-64	college graduate	conservative	B
WA	male	hispanic	18-29	didn't graduate from HS	liberal	other
KY	female	white	30-44	college graduate	conservative	A
OH	male	black	30-44	high school graduate	moderate	A
SC	male	black	65+	some college	moderate	A
VA	male	white	45-64	college graduate	moderate	A
CA	female	hispanic	45-64	high school graduate	moderate	A
MN	female	white	65+	some college	liberal	A
CT	female	white	30-44	some college	liberal	A
PA	male	white	65+	high school graduate	conservative	A
AZ	female	hispanic	30-44	college graduate	liberal	A
MA	female	white	30-44	college graduate	liberal	B
KY	female	white	45-64	college graduate	moderate	B
NC	male	white	45-64	college graduate	conservative	B
MN	male	white	30-44	college graduate	conservative	B
MO	female	white	30-44	college graduate	moderate	A
GA	male	white	30-44	high school graduate	moderate	B
NY	male	hispanic	45-64	college graduate	conservative	B
NY	female	white	45-64	college graduate	moderate	A
CA	female	black	45-64	some college	liberal	A
NJ	female	white	30-44	college graduate	conservative	B
CA	male	other	45-64	college graduate	conservative	A
GA	female	black	18-29	high school graduate	moderate	A
MA	female	white	65+	college graduate	conservative	B
NJ	male	white	18-29	college graduate	liberal	A
CA	male	white	30-44	some college	conservative	B
CA	female	other	18-29	some college	moderate	A
MA	female	white	45-64	college graduate	liberal	A
AL	male	white	30-44	high school graduate	conservative	B
IN	female	hispanic	65+	college graduate	moderate	B
AZ	male	white	30-44	some college	moderate	B
NC	female	white	65+	high school graduate	liberal	A
IL	female	white	45-64	high school graduate	moderate	A
MO	female	black	18-29	high school graduate	moderate	A
NJ	female	hispanic	45-64	college graduate	moderate	A
WA	female	white	30-44	high school graduate	conservative	B
VA	female	white	30-44	college graduate	moderate	B
NJ	female	black	65+	some college	liberal	A
CA	female	hispanic	45-64	college graduate	conservative	B
AL	female	hispanic	18-29	some college	conservative	B
OH	female	white	30-44	some college	conservative	B
VA	female	hispanic	30-44	high school graduate	conservative	A
NJ	female	white	18-29	high school graduate	liberal	A
MN	female	white	45-64	high school graduate	moderate	B
VA	male	white	30-44	college graduate	moderate	A
TX	female	white	30-44	college graduate	moderate	B
OH	female	white	30-44	high school graduate	conservative	B
MI	female	white	45-64	high school graduate	moderate	B
CA	male	white	18-29	high school graduate	moderate	A
CA	male	white	65+	college graduate	moderate	A
NY	male	white	45-64	high school graduate	conservative	B
WA	male	hispanic	18-29	didn't graduate from HS	moderate	B
CA	male	white	65+	some college	moderate	A
MD	male	white	30-44	some college	liberal	B
AL	male	white	45-64	some college	moderate	B
OH	female	white	65+	college graduate	liberal	A
IL	male	hispanic	30-44	didn't graduate from HS	moderate	A
NY	female	white	18-29	college graduate	liberal	A
CA	male	white	30-44	some college	moderate	B
WA	female	white	45-64	college graduate	liberal	A
NE	female	white	65+	college graduate	moderate	A
OH	male	white	45-64	some college	conservative	B
PA	female	white	65+	college graduate	moderate	B
IL	male	other	18-29	college graduate	moderate	A
NY	male	white	30-44	some college	conservative	A
GA	male	white	30-44	high school graduate	conservative	B
AR	male	black	45-64	high school graduate	conservative	A
OH	female	white	45-64	college graduate	moderate	A
FL	male	white	18-29	college graduate	liberal	A
PA	female	white	18-29	college graduate	moderate	B
CA	female	white	30-44	some college	moderate	B
NY	male	white	45-64	college graduate	moderate	A
CA	male	white	65+	some college	conservative	B
CA	male	white	30-44	college graduate	moderate	B
NY	female	white	30-44	college graduate	moderate	A
AZ	female	white	45-64	some college	conservative	B
MD	female	black	30-44	some college	liberal	A
MI	male	white	65+	college graduate	liberal	A
NY	male	hispanic	30-44	some college	moderate	A
IL	male	white	18-29	college graduate	conservative	B
UT	male	white	18-29	some college	conservative	A
OH	male	white	65+	college graduate	liberal	A
LA	male	white	45-64	college graduate	moderate	B
PA	male	white	30-44	college graduate	moderate	B
OH	female	white	45-64	college graduate	conservative	B
MA	male	white	45-64	high school graduate	liberal	A
NY	female	white	45-64	some college	moderate	B
OH	female	white	30-44	college graduate	liberal	A
SC	male	white	45-64	didn't graduate from HS	conservative	B
LA	male	black	18-29	some college	moderate	A
CA	male	white	18-29	some college	liberal	A
IN	female	white	65+	high school graduate	moderate	A
NY	male	white	18-29	college graduate	liberal	A
AZ	male	white	45-64	college graduate	conservative	B
NE	female	white	30-44	college graduate	conservative	B
NY	female	white	18-29	high school graduate	moderate	A
TX	female	hispanic	45-64	college graduate	conservative	B
NY	male	white	45-64	college graduate	moderate	B
CA	female	white	45-64	college graduate	moderate	A
NC	male	white	45-64	college graduate	moderate	A
MD	female	white	30-44	college graduate	moderate	A
NJ	female	black	30-44	college graduate	liberal	A
FL	female	white	65+	some college	conservative	B
NC	female	white	45-64	high school graduate	conservative	B
IL	male	black	45-64	some college	liberal	A
CT	male	white	45-64	college graduate	liberal	A
LA	male	white	30-44	high school graduate	moderate	B
OH	male	other	65+	college graduate	moderate	B
OH	male	black	45-64	high school graduate	conservative	A
IA	female	white	18-29	some college	moderate	B
CA	male	white	30-44	some college	conservative	B
GA	male	white	45-64	high school graduate	moderate	B
RI	female	white	45-64	college graduate	conservative	B
VA	male	white	45-64	college graduate	moderate	B
MT	male	white	30-44	some college	moderate	B
PA	female	white	65+	some college	moderate	A
MO	female	white	30-44	college graduate	conservative	B
TN	female	white	45-64	college graduate	moderate	A
MD	female	other	18-29	some college	liberal	A
TN	male	white	30-44	college graduate	moderate	B
ID	male	white	45-64	college graduate	liberal	A
FL	female	white	30-44	college graduate	moderate	B
GA	male	white	65+	college graduate	conservative	B
MD	male	white	45-64	college graduate	conservative	A
WA	male	white	45-64	college graduate	moderate	A
PA	male	white	30-44	college graduate	liberal	A
WA	female	white	65+	college graduate	moderate	A
WI	female	white	65+	some college	liberal	A
VA	male	white	45-64	high school graduate	moderate	A
WI	male	white	30-44	high school graduate	moderate	A
IL	female	white	18-29	some college	moderate	A
TX	female	white	65+	high school graduate	moderate	B
MO	female	white	45-64	some college	moderate	A
IL	male	white	45-64	college graduate	conservative	B
NH	female	other	18-29	high school graduate	moderate	B
OH	male	white	45-64	college graduate	moderate	B
MI	male	white	30-44	college graduate	moderate	A
MA	female	hispanic	45-64	high school graduate	moderate	A
AZ	female	white	45-64	some college	moderate	B
TX	male	white	45-64	high school graduate	conservative	B
AZ	male	white	45-64	college graduate	conservative	B
LA	female	white	18-29	college graduate	conservative	B
CA	male	white	45-64	college graduate	conservative	B
NE	male	white	45-64	high school graduate	moderate	B
NY	male	white	45-64	some college	moderate	A
MI	female	white	45-64	high school graduate	moderate	A
NY	female	hispanic	45-64	some college	conservative	A
MA	female	black	45-64	college graduate	moderate	B
OH	male	white	45-64	college graduate	liberal	A
NY	male	white	65+	some college	liberal	A
NC	female	white	18-29	college graduate	moderate	A
VA	male	white	30-44	some college	conservative	B
FL	female	black	30-44	college graduate	moderate	A
MD	female	white	45-64	some college	moderate	B
CA	male	other	45-64	some college	conservative	B
TX	female	black	45-64	college graduate	conservative	other
PA	male	white	30-44	some college	moderate	B
AZ	female	white	65+	college graduate	liberal	other
CA	female	white	30-44	college graduate	moderate	B
MI	female	other	45-64	some college	liberal	A
IL	male	white	65+	some college	moderate	B
MI	male	white	65+	some college	conservative	B
NY	male	white	65+	some college	conservative	B
VA	male	white	18-29	high school graduate	moderate	B
MI	female	white	45-64	some college	conservative	B
NC	male	white	30-44	some college	moderate	B
AL	male	white	18-29	college graduate	moderate	B
CA	male	white	45-64	college graduate	moderate	A
AR	male	white	45-64	some college	moderate	A
MO	female	white	30-44	college graduate	moderate	A
NM	female	other	18-29	high school graduate	liberal	A
CA	male	hispanic	30-44	college graduate	moderate	A
WV	female	white	45-64	college graduate	conservative	B
NY	male	white	65+	high school graduate	conservative	B
FL	female	white	65+	some college	moderate	B
LA	female	white	45-64	college graduate	conservative	B
NC	male	black	18-29	high school graduate	moderate	A
IN	female	white	18-29	college graduate	moderate	A
OH	female	white	18-29	some college	conservative	B
PA	male	white	18-29	high school graduate	moderate	B
OK	female	black	18-29	some college	moderate	A
CA	female	hispanic	18-29	some college	liberal	A
NY	male	white	18-29	college graduate	conservative	B
OH	female	white	45-64	some college	conservative	B
NY	female	white	30-44	college graduate	liberal	A
IA	female	white	65+	high school graduate	conservative	B
IL	female	white	45-64	college graduate	moderate	B
FL	female	black	30-44	college graduate	liberal	A
IL	female	black	18-29	didn't graduate from HS	liberal	A
CA	female	white	30-44	some college	conservative	B
MN	male	white	45-64	college graduate	liberal	A
CA	male	white	18-29	some college	moderate	A
VA	female	hispanic	18-29	some college	liberal	A
NY	female	black	65+	high school graduate	liberal	A
CA	male	white	45-64	college graduate	liberal	A
WI	female	white	30-44	college graduate	moderate	A
FL	male	hispanic	45-64	college graduate	conservative	B
IL	male	white	18-29	some college	conservative	B
CA	female	white	45-64	high school graduate	conservative	B
AL	female	white	30-44	college graduate	moderate	B
IN	female	black	45-64	college graduate	moderate	A
CA	male	white	65+	college graduate	conservative	B
CA	female	white	45-64	college graduate	conservative	A
IL	female	white	45-64	some college	moderate	A
IN	female	white	30-44	college graduate	moderate	B
NC	female	white	65+	some college	moderate	B
WI	male	white	45-64	some college	moderate	B
MD	male	hispanic	45-64	college graduate	conservative	B
PA	male	white	45-64	high school graduate	moderate	A
CA	female	white	30-44	some college	moderate	B
AL	female	white	18-29	college graduate	moderate	B
WA	male	white	65+	college graduate	moderate	A
SC	female	white	65+	college graduate	moderate	B
LA	female	black	18-29	college graduate	conservative	A
AL	male	white	30-44	some college	conservative	B
NJ	female	white	30-44	college graduate	moderate	A
FL	female	white	65+	some college	conservative	B
CA	female	white	65+	high school graduate	conservative	B
CA	male	white	30-44	some college	moderate	B
TX	female	black	30-44	high school graduate	conservative	B
PA	female	white	45-64	college graduate	liberal	A
GA	female	black	18-29	high school graduate	moderate	A
LA	male	white	30-44	some college	moderate	B
NC	female	white	45-64	some college	conservative	B
AK	male	white	30-44	college graduate	liberal	A
PA	female	white	45-64	college graduate	conservative	B
NJ	female	white	30-44	college graduate	conservative	B
TN	female	white	45-64	college graduate	liberal	A
PA	male	white	65+	college graduate	moderate	A
OH	female	white	18-29	some college	liberal	A
OH	male	white	45-64	high school graduate	moderate	B
KY	male	white	45-64	didn't graduate from HS	conservative	B
TN	male	white	18-29	high school graduate	conservative	B
CA	female	white	45-64	college graduate	moderate	B
OH	male	white	45-64	college graduate	moderate	A
MO	female	black	30-44	college graduate	moderate	A
CA	female	other	30-44	some college	liberal	B
GA	female	white	45-64	some college	moderate	B
CA	female	hispanic	45-64	some college	liberal	A
LA	female	black	30-44	high school graduate	conservative	A
NY	female	white	30-44	college graduate	moderate	A
IL	female	other	65+	college graduate	moderate	A
MN	female	black	45-64	didn't graduate from HS	liberal	A
KS	male	white	45-64	high school graduate	liberal	A
NY	male	black	45-64	college graduate	moderate	A
PA	female	white	45-64	some college	moderate	B
AL	male	white	30-44	some college	conservative	B
CA	male	white	45-64	college graduate	conservative	B
NM	male	other	18-29	high school graduate	moderate	A
MD	male	white	45-64	college graduate	liberal	A
WI	female	white	18-29	some college	moderate	B
CA	female	white	45-64	college graduate	moderate	A
IN	female	white	45-64	college graduate	moderate	A
NM	female	hispanic	30-44	high school graduate	moderate	A
ND	female	white	45-64	some college	moderate	B
NJ	male	hispanic	18-29	some college	liberal	A
TX	male	hispanic	18-29	didn't graduate from HS	conservative	A
WI	female	white	45-64	college graduate	moderate	B
NY	female	white	30-44	college graduate	moderate	B
OH	male	white	45-64	college graduate	moderate	B
CA	male	white	30-44	college graduate	moderate	A
CA	male	other	30-44	college graduate	moderate	A
IN	female	black	18-29	didn't graduate from HS	conservative	A
NC	female	white	30-44	high school graduate	conservative	B
MO	male	white	45-64	high school graduate	conservative	B
NV	male	hispanic	30-44	high school graduate	moderate	B
MS	female	white	45-64	high school graduate	moderate	B
NY	male	white	65+	college graduate	conservative	A
SC	female	black	18-29	some college	moderate	A
FL	female	white	45-64	some college	conservative	B
VA	female	white	45-64	college graduate	moderate	A
PA	female	white	65+	college graduate	moderate	A
MI	female	white	18-29	high school graduate	liberal	A
PA	female	other	18-29	high school graduate	liberal	A
IL	female	hispanic	30-44	college graduate	liberal	B
CA	female	white	30-44	some college	liberal	A
NE	male	white	45-64	college graduate	moderate	A
IL	female	white	45-64	high school graduate	moderate	A
TX	female	white	65+	college graduate	moderate	B
FL	female	white	45-64	college graduate	liberal	A
NC	female	white	65+	high school graduate	conservative	B
MI	female	white	65+	high school graduate	moderate	B
FL	male	white	65+	high school graduate	moderate	A
MA	female	other	30-44	high school graduate	moderate	A
OH	male	white	45-64	college graduate	moderate	A
WA	male	white	18-29	college graduate	moderate	A
FL	male	white	65+	college graduate	moderate	B
LA	male	white	45-64	college graduate	conservative	B
MN	female	white	45-64	high school graduate	conservative	B
PA	male	white	45-64	college graduate	liberal	A
CA	female	hispanic	18-29	didn't graduate from HS	liberal	A
MI	female	white	18-29	high school graduate	liberal	A
WV	female	white	30-44	high school graduate	moderate	A
TX	female	white	45-64	college graduate	moderate	B
CT	male	white	18-29	college graduate	conservative	B
IA	male	white	18-29	high school graduate	conservative	A
MN	male	white	30-44	college graduate	moderate	B
MA	female	white	45-64	college graduate	liberal	A
IL	female	white	45-64	college graduate	moderate	A
CA	male	other	45-64	some college	moderate	other
MA	male	white	18-29	college graduate	moderate	B
NJ	male	white	45-64	college graduate	conservative	B
IL	female	white	30-44	some college	conservative	A
MA	female	white	45-64	college graduate	moderate	A
CA	male	white	65+	high school graduate	conservative	B
OK	female	black	30-44	high school graduate	liberal	A
NY	male	white	65+	didn't graduate from HS	moderate	A
PA	female	white	18-29	some college	liberal	B
LA	male	white	18-29	high school graduate	conservative	B
OH	female	black	45-64	some college	liberal	A
IL	male	other	65+	college graduate	moderate	B
TX	male	white	45-64	college graduate	conservative	B
RI	male	white	30-44	college graduate	moderate	A
TX	female	white	65+	didn't graduate from HS	conservative	B
DE	male	white	45-64	some college	conservative	B
ND	female	white	18-29	some college	conservative	B
GA	female	white	45-64	high school graduate	conservative	B
GA	female	white	45-64	some college	conservative	B
TX	female	white	45-64	college graduate	moderate	A
VA	female	white	45-64	college graduate	moderate	A
WA	female	white	45-64	college graduate	conservative	B
CA	female	white	65+	college graduate	conservative	B
TX	female	black	45-64	some college	moderate	A
NY	female	white	18-29	college graduate	liberal	A
TN	male	white	18-29	high school graduate	moderate	other
NC	female	black	18-29	some college	moderate	A
CA	female	hispanic	30-44	college graduate	moderate	B
PA	female	white	45-64	college graduate	moderate	B
AR	female	black	18-29	high school graduate	liberal	A
MN	male	white	45-64	high school graduate	conservative	other
FL	male	hispanic	45-64	college graduate	moderate	A
CA	female	hispanic	30-44	college graduate	conservative	B
FL	female	black	45-64	high school graduate	moderate	A
TX	male	white	45-64	college graduate	liberal	A
PA	male	black	45-64	high school graduate	conservative	A
MN	male	white	18-29	high school graduate	conservative	B
CA	male	white	65+	some college	conservative	A
NY	female	white	45-64	high school graduate	conservative	B
WI	male	white	18-29	college graduate	liberal	A
TX	male	white	30-44	college graduate	moderate	A
TX	female	other	65+	high school graduate	conservative	B
MO	male	white	30-44	college graduate	conservative	B
CA	male	white	45-64	college graduate	conservative	B
GA	female	white	30-44	college graduate	moderate	A
NY	female	white	18-29	college graduate	liberal	A
MN	male	white	30-44	college graduate	moderate	B
IN	female	white	45-64	high school graduate	conservative	B
MA	female	white	30-44	some college	liberal	A
MN	female	white	45-64	college graduate	moderate	B
NJ	female	white	45-64	some college	moderate	A
CA	male	white	30-44	college graduate	conservative	B
PA	female	white	30-44	college graduate	moderate	B
PA	male	white	30-44	high school graduate	conservative	B
GA	male	white	30-44	some college	conservative	B
FL	female	white	45-64	college graduate	conservative	B
GA	female	black	45-64	college graduate	moderate	A
VA	female	white	30-44	some college	conservative	B
PA	female	white	45-64	some college	moderate	A
IL	male	white	45-64	college graduate	conservative	B
IA	female	white	18-29	some college	conservative	B
KS	male	white	45-64	college graduate	conservative	B
LA	male	white	30-44	college graduate	conservative	B
NM	female	other	30-44	college graduate	liberal	A
CA	female	hispanic	45-64	college graduate	moderate	A
CA	female	white	45-64	college graduate	moderate	A
GA	male	black	45-64	some college	moderate	A
CA	male	white	45-64	college graduate	liberal	A
FL	male	hispanic	30-44	college graduate	conservative	A
NC	female	black	30-44	some college	moderate	A
MI	male	white	45-64	college graduate	liberal	A
IA	female	white	45-64	college graduate	moderate	A
MN	female	white	30-44	college graduate	liberal	A
CA	male	black	30-44	college graduate	moderate	A
CO	female	other	45-64	some college	conservative	B
CA	female	other	45-64	college graduate	moderate	B
CA	male	white	65+	some college	conservative	B
NY	male	white	45-64	high school graduate	moderate	B
CA	male	hispanic	65+	some college	conservative	B
IN	female	white	65+	some college	moderate	A
WV	male	white	45-64	high school graduate	liberal	A
NJ	female	white	18-29	some college	moderate	A
MA	male	white	45-64	some college	moderate	A
TX	female	hispanic	30-44	college graduate	moderate	B
IL	female	hispanic	18-29	high school graduate	liberal	A
FL	female	white	30-44	college graduate	moderate	B
AL	female	black	45-64	college graduate	moderate	A
TX	female	white	30-44	college graduate	moderate	B
OH	female	white	18-29	some college	liberal	A
OH	female	white	65+	some college	liberal	A
NY	female	white	30-44	college graduate	liberal	A
UT	female	other	45-64	college graduate	conservative	B
OH	female	black	30-44	some college	moderate	A
AZ	male	white	30-44	some college	moderate	B
IA	female	white	18-29	college graduate	liberal	A
SC	male	white	30-44	college graduate	liberal	A
CA	female	white	18-29	some college	conservative	B
IN	female	white	30-44	high school graduate	conservative	B
DE	female	white	65+	college graduate	liberal	A
OH	male	white	65+	college graduate	conservative	B
OR	female	white	45-64	college graduate	moderate	A
CA	male	other	65+	college graduate	moderate	B
CA	female	hispanic	18-29	some college	moderate	A
FL	female	white	65+	some college	moderate	A
CA	female	white	30-44	some college	conservative	B
FL	male	white	30-44	high school graduate	liberal	B
FL	female	white	65+	some college	conservative	B
OH	male	white	45-64	college graduate	moderate	B
WI	female	black	30-44	college graduate	conservative	A
IL	male	other	65+	college graduate	liberal	A
OH	male	white	45-64	college graduate	conservative	B
IL	female	white	30-44	some college	moderate	A
