state	sex	race	age	education	ideology	vote
PA	female	white	45-64	some college	conservative	A
SC	female	black	18-29	high school graduate	moderate	A
NY	female	black	65+	some college	moderate	A
WA	male	white	45-64	college graduate	conservative	B
NC	female	black	18-29	some college	liberal	A
FL	female	white	30-44	some college	moderate	B
MO	male	white	30-44	college graduate	liberal	A
FL	male	white	45-64	college graduate	moderate	B
PA	female	white	45-64	college graduate	moderate	A
CA	female	white	45-64	high school graduate	moderate	A
NY	male	white	45-64	college graduate	liberal	B
UT	female	white	45-64	high school graduate	moderate	B
FL	female	hispanic	45-64	college graduate	moderate	A
SC	female	black	30-44	college graduate	conservative	A
OH	female	white	30-44	some college	conservative	B
CA	female	hispanic	18-29	some college	liberal	A
NY	male	white	18-29	college graduate	conservative	B
FL	female	white	30-44	some college	moderate	A
KS	male	white	18-29	some college	conservative	B
NE	female	white	18-29	college graduate	moderate	A
MN	female	white	45-64	high school graduate	moderate	A
WI	male	white	45-64	some college	moderate	A
OH	male	white	18-29	some college	liberal	B
FL	male	white	45-64	high school graduate	conservative	B
SD	male	white	30-44	high school graduate	liberal	B
VA	female	white	45-64	some college	conservative	B
AL	male	black	45-64	college graduate	moderate	A
OH	male	white	45-64	college graduate	moderate	B
PA	female	white	45-64	college graduate	moderate	B
NC	female	white	45-64	college graduate	conservative	B
IA	female	white	18-29	high school graduate	conservative	B
GA	male	hispanic	45-64	college graduate	conservative	B
CA	male	white	65+	some college	conservative	B
MN	male	white	45-64	college graduate	moderate	A
TX	male	hispanic	18-29	didn't graduate from HS	conservative	A
AR	male	black	45-64	high school graduate	conservative	A
MI	male	white	65+	college graduate	moderate	A
NY	female	white	45-64	high school graduate	moderate	A
AL	male	black	18-29	some college	liberal	A
NC	female	white	65+	some college	conservative	B
NY	female	black	65+	didn't graduate from HS	moderate	A
VA	male	white	45-64	college graduate	moderate	A
FL	female	white	45-64	college graduate	liberal	B
RI	female	white	30-44	some college	moderate	A
KS	female	white	30-44	college graduate	liberal	A
NC	female	white	18-29	college graduate	conservative	B
FL	female	white	45-64	high school graduate	moderate	B
CA	male	hispanic	30-44	college graduate	conservative	B
IN	male	white	30-44	some college	conservative	B
CA	female	white	45-64	college graduate	liberal	A
TX	female	white	30-44	some college	liberal	B
CA	male	white	65+	college graduate	conservative	B
CT	male	hispanic	30-44	some college	moderate	A
MI	female	black	65+	high school graduate	conservative	A
IA	male	white	30-44	college graduate	moderate	B
UT	male	white	18-29	high school graduate	moderate	A
CA	female	black	45-64	some college	liberal	A
IA	male	white	18-29	some college	moderate	B
WI	female	white	45-64	college graduate	conservative	B
WV	female	white	18-29	high school graduate	liberal	A
NY	female	white	65+	high school graduate	moderate	A
NC	female	white	45-64	college graduate	liberal	A
OH	female	white	45-64	high school graduate	moderate	B
CA	male	white	30-44	some college	liberal	A
AZ	male	white	65+	college graduate	moderate	A
GA	female	black	18-29	high school graduate	conservative	A
CA	female	hispanic	45-64	high school graduate	conservative	A
MI	male	white	30-44	college graduate	moderate	B
OH	male	white	30-44	some college	moderate	B
SC	female	white	45-64	some college	conservative	B
VT	female	white	65+	college graduate	conservative	A
IA	male	white	18-29	some college	conservative	B
MA	male	white	30-44	some college	moderate	A
PA	female	black	65+	high school graduate	liberal	A
MA	female	other	30-44	college graduate	moderate	B
ID	female	white	45-64	some college	conservative	B
GA	male	white	30-44	some college	conservative	B
CA	female	hispanic	18-29	college graduate	conservative	A
NY	male	white	30-44	college graduate	moderate	A
NJ	female	white	45-64	college graduate	conservative	B
MD	female	other	18-29	some college	liberal	A
CA	female	white	18-29	some college	liberal	A
CA	male	hispanic	18-29	college graduate	liberal	A
MN	female	other	30-44	some college	moderate	A
CA	male	hispanic	65+	college graduate	moderate	A
NE	female	white	45-64	some college	liberal	B
CA	male	white	30-44	college graduate	moderate	A
FL	female	white	18-29	college graduate	conservative	A
IL	female	white	45-64	college graduate	liberal	B
MA	female	white	30-44	college graduate	moderate	A
FL	female	white	18-29	some college	moderate	B
CA	male	white	18-29	college graduate	moderate	A
NY	female	black	45-64	some college	moderate	A
IL	female	white	18-29	college graduate	moderate	A
MA	female	white	18-29	some college	moderate	A
NJ	female	white	30-44	some college	moderate	B
TX	female	white	45-64	some college	moderate	A
OH	male	white	30-44	college graduate	liberal	A
OK	female	white	30-44	some college	moderate	B
IL	male	white	45-64	didn't graduate from HS	moderate	A
NC	female	white	65+	some college	moderate	B
CA	female	white	65+	some college	moderate	B
IL	male	white	45-64	college graduate	conservative	B
LA	male	white	30-44	some college	moderate	B
CA	female	black	18-29	some college	moderate	A
IN	female	white	65+	high school graduate	conservative	B
PA	male	white	30-44	college graduate	conservative	B
CA	female	white	30-44	college graduate	moderate	A
TX	female	white	30-44	high school graduate	moderate	B
NC	female	white	18-29	college graduate	conservative	B
MN	male	white	65+	some college	liberal	A
NJ	female	white	65+	some college	conservative	B
WI	female	white	30-44	some college	moderate	B
NY	female	white	30-44	college graduate	moderate	A
MN	male	hispanic	45-64	college graduate	moderate	A
UT	female	white	65+	some college	conservative	B
MA	male	white	45-64	some college	conservative	B
CA	female	white	45-64	some college	liberal	A
LA	female	white	65+	high school graduate	conservative	B
NY	male	white	45-64	college graduate	conservative	B
MA	male	white	45-64	some college	conservative	A
VA	female	white	18-29	some college	liberal	A
IA	female	white	30-44	college graduate	conservative	B
MO	male	black	30-44	high school graduate	moderate	A
TX	female	white	30-44	college graduate	moderate	B
MO	female	white	18-29	college graduate	moderate	A
NY	female	white	65+	college graduate	moderate	A
IL	male	white	30-44	college graduate	moderate	B
MN	female	white	45-64	some college	liberal	A
PA	female	white	45-64	some college	moderate	B
NJ	female	white	30-44	college graduate	moderate	B
CA	female	white	65+	college graduate	moderate	B
GA	male	white	45-64	high school graduate	moderate	B
OH	female	white	30-44	high school graduate	conservative	A
PA	male	white	18-29	high school graduate	conservative	B
VT	male	white	30-44	college graduate	liberal	A
CA	male	white	45-64	college graduate	liberal	A
NY	female	white	45-64	college graduate	liberal	A
CT	female	white	30-44	college graduate	liberal	A
IL	male	white	45-64	college graduate	liberal	A
OR	male	white	65+	didn't graduate from HS	conservative	B
MD	female	white	45-64	some college	conservative	B
NJ	female	white	18-29	college graduate	conservative	A
NC	female	white	30-44	college graduate	liberal	A
IN	female	white	45-64	some college	moderate	A
SC	female	black	18-29	college graduate	moderate	A
MO	female	white	30-44	some college	conservative	B
MD	female	white	30-44	college graduate	liberal	A
UT	male	white	30-44	college graduate	conservative	B
SC	male	white	45-64	college graduate	liberal	A
TX	male	hispanic	45-64	some college	conservative	B
WA	female	white	45-64	some college	moderate	A
PA	female	white	45-64	college graduate	liberal	A
TX	female	hispanic	30-44	college graduate	moderate	A
IL	male	white	65+	some college	moderate	A
LA	male	white	65+	some college	conservative	A
IL	female	white	30-44	college graduate	liberal	A
NH	female	other	30-44	college graduate	liberal	A
NC	female	white	45-64	college graduate	moderate	A
RI	female	other	65+	some college	liberal	A
OH	female	white	45-64	some college	conservative	B
FL	female	white	65+	some college	moderate	B
WY	male	white	18-29	high school graduate	moderate	B
OR	female	white	30-44	college graduate	moderate	B
IL	male	hispanic	18-29	college graduate	liberal	A
MN	female	white	45-64	high school graduate	moderate	A
UT	female	other	30-44	some college	moderate	A
CA	female	black	45-64	some college	liberal	A
FL	male	white	65+	college graduate	moderate	B
SC	male	white	45-64	college graduate	conservative	A
OH	male	white	45-64	some college	conservative	B
OH	male	white	45-64	didn't graduate from HS	moderate	B
IL	female	white	18-29	some college	liberal	A
MA	female	white	45-64	some college	moderate	B
IN	male	white	30-44	didn't graduate from HS	conservative	B
NJ	female	hispanic	45-64	didn't graduate from HS	conservative	A
NY	male	black	45-64	college graduate	moderate	A
SD	female	white	65+	didn't graduate from HS	conservative	A
OH	male	black	30-44	some college	moderate	A
FL	male	white	18-29	high school graduate	moderate	B
OH	female	black	45-64	some college	liberal	A
CA	female	hispanic	18-29	some college	liberal	A
LA	female	white	45-64	college graduate	conservative	B
AL	female	black	18-29	some college	moderate	A
CA	male	hispanic	45-64	didn't graduate from HS	moderate	A
CA	male	white	30-44	college graduate	conservative	B
IL	female	white	45-64	college graduate	liberal	A
CA	female	hispanic	18-29	some college	moderate	A
MO	female	white	18-29	high school graduate	moderate	B
FL	male	black	30-44	high school graduate	moderate	B
TX	female	black	30-44	some college	moderate	A
OH	male	white	45-64	some college	conservative	B
NY	male	white	30-44	college graduate	moderate	A
OR	female	white	45-64	some college	liberal	A
AZ	female	hispanic	30-44	some college	moderate	B
AR	female	white	45-64	some college	moderate	B
ID	male	white	30-44	some college	moderate	B
NC	male	black	45-64	high school graduate	moderate	A
KY	female	white	45-64	college graduate	conservative	B
SC	female	white	45-64	college graduate	liberal	A
CA	male	white	30-44	some college	moderate	A
UT	male	white	18-29	some college	conservative	A
FL	male	white	65+	college graduate	moderate	B
GA	male	white	30-44	some college	moderate	B
WI	male	white	65+	high school graduate	conservative	A
NY	female	white	18-29	college graduate	liberal	A
NM	female	white	65+	high school graduate	conservative	B
WV	male	white	18-29	college graduate	liberal	A
GA	male	white	30-44	some college	conservative	B
CA	male	white	45-64	college graduate	conservative	B
NE	female	white	65+	high school graduate	moderate	B
AR	male	white	45-64	college graduate	moderate	B
MO	female	white	45-64	high school graduate	conservative	B
LA	female	white	45-64	some college	liberal	B
WA	female	white	65+	high school graduate	moderate	B
FL	male	white	18-29	college graduate	moderate	A
NJ	female	white	65+	some college	moderate	A
PA	female	white	45-64	college graduate	liberal	A
CA	male	white	30-44	high school graduate	liberal	A
CA	male	other	45-64	some college	moderate	A
NC	male	white	18-29	some college	moderate	A
IA	male	white	30-44	college graduate	moderate	B
CA	male	white	30-44	college graduate	moderate	A
VA	female	black	45-64	college graduate	conservative	A
FL	male	hispanic	30-44	college graduate	moderate	B
LA	female	white	45-64	high school graduate	liberal	B
CA	female	hispanic	18-29	some college	moderate	A
NH	female	white	45-64	college graduate	liberal	A
DE	male	black	30-44	college graduate	moderate	A
MI	male	white	18-29	high school graduate	moderate	B
NH	female	white	18-29	some college	moderate	B
MI	male	white	45-64	high school graduate	conservative	B
GA	male	white	30-44	high school graduate	moderate	B
NE	male	white	45-64	college graduate	moderate	A
WV	male	white	45-64	high school graduate	moderate	B
CO	female	white	18-29	high school graduate	conservative	A
MS	female	black	18-29	some college	liberal	A
NJ	female	white	65+	some college	liberal	A
CA	male	white	18-29	some college	conservative	A
KS	male	white	30-44	some college	liberal	A
MN	female	white	45-64	college graduate	conservative	B
NY	male	white	30-44	college graduate	conservative	B
IL	female	black	45-64	college graduate	moderate	A
NY	female	white	45-64	high school graduate	conservative	B
NJ	female	white	45-64	some college	liberal	A
WA	male	white	65+	college graduate	conservative	B
OH	male	white	65+	high school graduate	conservative	A
CA	male	white	18-29	college graduate	conservative	A
TN	male	black	45-64	college graduate	liberal	A
OH	female	white	45-64	high school graduate	conservative	B
MA	female	white	30-44	college graduate	moderate	A
NC	female	white	65+	college graduate	moderate	A
AK	female	white	30-44	some college	conservative	B
IL	female	white	45-64	high school graduate	conservative	A
CO	male	white	45-64	high school graduate	conservative	B
VA	female	hispanic	30-44	college graduate	moderate	B
NY	female	white	45-64	college graduate	liberal	A
CO	female	white	45-64	college graduate	liberal	A
ID	male	other	30-44	some college	conservative	B
PA	male	white	18-29	college graduate	moderate	A
MN	female	white	30-44	college graduate	liberal	A
ID	male	white	30-44	high school graduate	moderate	A
ND	female	white	30-44	some college	conservative	B
ME	male	white	65+	didn't graduate from HS	conservative	A
NH	male	white	45-64	some college	moderate	A
MO	male	white	45-64	college graduate	liberal	A
OK	female	other	30-44	high school graduate	moderate	A
IA	male	white	65+	high school graduate	moderate	A
WA	male	white	45-64	college graduate	conservative	B
CA	female	white	45-64	high school graduate	liberal	A
AR	female	white	45-64	some college	moderate	B
CT	female	white	65+	high school graduate	moderate	A
MA	male	white	65+	college graduate	conservative	B
OH	female	white	45-64	some college	moderate	A
NC	male	white	65+	some college	moderate	A
ID	male	white	18-29	some college	moderate	B
WI	female	white	45-64	high school graduate	moderate	A
AZ	female	hispanic	18-29	college graduate	moderate	B
NY	female	black	45-64	college graduate	conservative	A
NY	female	black	30-44	college graduate	conservative	A
PA	male	white	45-64	college graduate	moderate	B
KY	female	white	65+	college graduate	moderate	A
WI	female	white	18-29	some college	liberal	A
WA	female	white	45-64	high school graduate	conservative	B
CA	male	other	30-44	college graduate	conservative	B
SC	female	white	30-44	some college	moderate	B
MN	female	white	45-64	college graduate	liberal	A
TX	male	white	65+	high school graduate	conservative	B
VA	female	white	30-44	some college	conservative	B
OH	male	white	45-64	some college	moderate	A
NY	male	white	45-64	college graduate	liberal	A
LA	female	black	18-29	high school graduate	conservative	A
CA	female	white	30-44	college graduate	moderate	B
TX	female	white	45-64	college graduate	conservative	B
MI	female	white	30-44	college graduate	moderate	B
NY	male	white	30-44	high school graduate	conservative	B
SC	male	white	30-44	some college	liberal	A
CO	female	white	45-64	high school graduate	conservative	B
NV	female	white	30-44	some college	moderate	B
CA	female	hispanic	18-29	some college	liberal	A
IL	male	white	18-29	some college	conservative	B
GA	female	black	65+	high school graduate	moderate	A
WA	female	white	45-64	college graduate	conservative	B
GA	male	white	45-64	college graduate	moderate	B
TX	female	hispanic	30-44	high school graduate	moderate	A
CA	female	black	65+	high school graduate	moderate	A
CA	female	white	45-64	college graduate	moderate	A
CA	male	hispanic	18-29	didn't graduate from HS	conservative	A
TN	male	white	45-64	college graduate	conservative	B
OH	female	white	45-64	college graduate	conservative	B
TX	male	white	45-64	high school graduate	moderate	B
MI	male	white	18-29	college graduate	moderate	A
NY	female	white	45-64	college graduate	moderate	A
GA	female	white	30-44	college graduate	moderate	A
CT	female	white	30-44	some college	liberal	A
GA	male	white	30-44	some college	conservative	B
LA	female	white	45-64	high school graduate	conservative	B
MS	male	white	45-64	high school graduate	moderate	B
FL	male	white	45-64	college graduate	liberal	A
OK	female	black	18-29	high school graduate	moderate	A
PA	female	black	45-64	some college	moderate	A
PA	male	white	45-64	high school graduate	moderate	B
CA	female	white	65+	college graduate	liberal	A
TX	female	white	45-64	college graduate	conservative	B
NY	female	white	45-64	college graduate	moderate	B
SC	male	white	45-64	some college	conservative	B
PA	female	white	45-64	college graduate	moderate	A
VA	male	white	45-64	college graduate	liberal	A
IL	female	white	45-64	college graduate	moderate	B
NY	female	white	45-64	college graduate	moderate	A
WV	female	white	18-29	some college	conservative	B
WV	female	white	18-29	some college	conservative	A
MN	female	white	45-64	high school graduate	conservative	B
WA	female	white	45-64	college graduate	moderate	A
TN	male	other	45-64	college graduate	conservative	B
SC	male	white	18-29	some college	moderate	B
IL	female	white	45-64	college graduate	liberal	A
NY	female	hispanic	30-44	college graduate	moderate	A
MI	female	white	45-64	high school graduate	moderate	A
NM	female	hispanic	45-64	some college	moderate	A
IL	female	white	45-64	college graduate	liberal	A
OH	female	white	45-64	college graduate	conservative	B
FL	female	hispanic	65+	college graduate	moderate	A
MN	female	white	30-44	college graduate	liberal	A
DE	female	white	45-64	some college	moderate	A
CA	female	white	65+	college graduate	liberal	A
PA	female	white	65+	high school graduate	moderate	A
FL	female	white	30-44	college graduate	moderate	A
OK	male	white	65+	college graduate	moderate	A
OH	female	black	18-29	college graduate	moderate	A
TX	female	white	45-64	college graduate	moderate	A
TX	male	white	30-44	college graduate	conservative	B
FL	female	white	45-64	college graduate	conservative	B
AL	male	black	30-44	high school graduate	conservative	A
PA	female	white	65+	college graduate	moderate	B
FL	female	black	30-44	some college	moderate	A
LA	female	white	45-64	some college	moderate	B
WA	female	white	65+	some college	conservative	B
MS	male	hispanic	45-64	high school graduate	moderate	B
MS	female	hispanic	30-44	some college	conservative	B
VA	female	black	45-64	high school graduate	conservative	A
TX	male	other	30-44	college graduate	moderate	B
CA	male	hispanic	30-44	some college	conservative	B
PA	male	white	30-44	college graduate	moderate	A
IL	female	white	18-29	some college	moderate	B
NY	male	white	30-44	college graduate	conservative	B
OH	female	black	45-64	some college	liberal	A
MO	male	white	45-64	some college	liberal	A
VA	male	black	65+	high school graduate	liberal	A
KY	male	white	30-44	some college	moderate	B
WI	female	white	18-29	some college	liberal	A
CT	female	white	45-64	college graduate	moderate	A
CT	female	white	45-64	some college	liberal	A
VA	female	white	45-64	college graduate	moderate	A
SC	male	white	30-44	high school graduate	moderate	B
AL	female	other	18-29	high school graduate	moderate	B
PA	male	white	65+	some college	moderate	A
UT	male	white	45-64	college graduate	liberal	A
PA	female	hispanic	45-64	some college	moderate	A
FL	male	black	18-29	high school graduate	conservative	A
MD	female	white	30-44	college graduate	moderate	A
OH	female	white	30-44	some college	moderate	B
TX	female	white	30-44	college graduate	conservative	B
CA	female	white	65+	college graduate	liberal	A
TN	male	white	45-64	college graduate	conservative	B
MN	female	white	30-44	college graduate	conservative	B
IL	male	white	65+	college graduate	liberal	A
CA	male	white	45-64	college graduate	liberal	A
MN	male	white	30-44	college graduate	moderate	B
NC	male	white	45-64	some college	liberal	B
MI	female	white	45-64	some college	moderate	B
NY	female	black	18-29	didn't graduate from HS	liberal	A
IA	female	white	18-29	college graduate	liberal	A
WA	male	white	45-64	college graduate	moderate	B
OH	female	black	18-29	some college	moderate	A
MA	female	black	45-64	college graduate	liberal	A
IL	female	black	30-44	some college	liberal	A
NJ	female	black	45-64	some college	moderate	A
OH	male	white	30-44	some college	moderate	A
MO	male	white	18-29	some college	moderate	A
MI	male	white	65+	high school graduate	conservative	B
NY	female	white	30-44	some college	moderate	A
CA	female	white	45-64	college graduate	liberal	A
FL	female	hispanic	65+	high school graduate	conservative	A
CT	male	white	45-64	some college	liberal	A
MI	female	white	45-64	college graduate	liberal	A
IL	male	white	30-44	college graduate	liberal	A
NY	male	white	30-44	college graduate	conservative	B
MS	male	white	45-64	some college	conservative	B
TX	female	white	45-64	high school graduate	liberal	B
MN	female	white	18-29	some college	moderate	B
CA	female	white	45-64	college graduate	liberal	B
TX	male	white	30-44	college graduate	conservative	B
FL	male	white	30-44	college graduate	moderate	B
MI	female	white	30-44	high school graduate	liberal	A
NH	male	white	30-44	college graduate	moderate	B
TX	female	white	30-44	college graduate	moderate	B
CA	female	hispanic	18-29	college graduate	liberal	B
TX	female	white	30-44	some college	conservative	B
OK	female	white	30-44	college graduate	conservative	B
NY	female	white	30-44	college graduate	moderate	A
CA	male	white	45-64	some college	moderate	A
IA	male	white	65+	college graduate	moderate	A
OH	male	white	45-64	high school graduate	moderate	A
FL	female	white	45-64	didn't graduate from HS	moderate	A
CA	female	white	18-29	college graduate	moderate	A
OH	male	white	45-64	high school graduate	moderate	B
GA	male	white	30-44	some college	moderate	B
GA	female	black	18-29	college graduate	conservative	A
ND	male	white	18-29	college graduate	conservative	B
GA	female	white	18-29	college graduate	moderate	B
PA	female	white	65+	high school graduate	moderate	A
IL	female	black	18-29	some college	moderate	A
OH	female	white	65+	high school graduate	moderate	B
NE	male	white	45-64	high school graduate	conservative	B
MN	male	white	30-44	some college	liberal	A
LA	female	other	30-44	college graduate	liberal	A
CA	female	hispanic	65+	some college	liberal	A
NY	female	white	45-64	some college	conservative	B
MA	female	hispanic	18-29	high school graduate	liberal	A
NJ	female	white	45-64	college graduate	conservative	B
KS	male	black	45-64	some college	moderate	A
TX	male	black	45-64	high school graduate	moderate	A
MA	female	white	30-44	some college	liberal	A
TX	male	other	18-29	some college	moderate	A
NE	female	white	45-64	some college	moderate	B
TX	male	white	45-64	high school graduate	conservative	B
CA	male	white	45-64	some college	conservative	B
KY	female	white	45-64	didn't graduate from HS	moderate	B
FL	female	white	65+	college graduate	liberal	A
AZ	female	hispanic	18-29	some college	conservative	B
OH	male	white	45-64	college graduate	moderate	B
MI	female	white	30-44	college graduate	conservative	B
VA	female	white	30-44	high school graduate	liberal	B
FL	male	hispanic	30-44	college graduate	moderate	B
VT	male	white	45-64	college graduate	moderate	A
NY	female	hispanic	65+	college graduate	conservative	B
PA	male	white	45-64	high school graduate	conservative	B
MN	female	hispanic	18-29	some college	moderate	A
UT	female	white	30-44	some college	moderate	A
PA	female	white	45-64	college graduate	liberal	A
MO	male	white	30-44	high school graduate	conservative	B
IN	male	white	45-64	some college	liberal	B
WI	male	white	18-29	college graduate	liberal	A
TN	male	white	18-29	high school graduate	liberal	B
AZ	female	hispanic	30-44	didn't graduate from HS	liberal	A
AR	female	black	18-29	college graduate	liberal	A
NV	female	white	30-44	college graduate	moderate	B
FL	male	hispanic	30-44	college graduate	liberal	A
OH	male	white	30-44	college graduate	liberal	A
FL	female	white	45-64	college graduate	moderate	B
NY	female	white	45-64	college graduate	conservative	B
TX	male	hispanic	30-44	some college	conservative	B
SC	female	white	45-64	high school graduate	liberal	A
AZ	female	white	45-64	some college	liberal	B
TN	female	white	18-29	didn't graduate from HS	moderate	B
VA	male	white	45-64	college graduate	liberal	A
WV	female	white	18-29	high school graduate	conservative	B
NJ	male	hispanic	30-44	some college	conservative	A
WI	female	white	65+	didn't graduate from HS	moderate	A
PA	female	white	18-29	college graduate	liberal	A
NJ	female	black	45-64	college graduate	liberal	A
NY	male	white	30-44	college graduate	liberal	A
MO	female	white	30-44	college graduate	moderate	B
TX	male	hispanic	30-44	college graduate	liberal	A
NY	female	white	45-64	some college	moderate	A
NC	female	white	30-44	some college	moderate	B
NM	female	other	18-29	college graduate	liberal	A
SC	female	white	30-44	college graduate	moderate	A
NJ	male	white	45-64	some college	moderate	B
NY	female	white	18-29	college graduate	moderate	B
IL	female	white	18-29	college graduate	liberal	A
SC	male	white	45-64	college graduate	conservative	B
NY	male	black	45-64	college graduate	moderate	A
CA	female	hispanic	30-44	college graduate	moderate	A
OH	male	white	30-44	some college	conservative	B
PA	male	white	30-44	high school graduate	liberal	B
MO	female	black	30-44	college graduate	moderate	A
MO	male	white	45-64	high school graduate	moderate	A
KS	female	white	45-64	high school graduate	moderate	B
PA	male	white	30-44	college graduate	conservative	A
IL	male	white	65+	some college	conservative	B
ME	female	white	45-64	high school graduate	liberal	A
CA	female	other	45-64	college graduate	liberal	A
WI	female	white	30-44	some college	moderate	B
KY	male	white	30-44	some college	moderate	B
FL	male	white	45-64	college graduate	moderate	A
TX	female	hispanic	18-29	some college	moderate	A
NY	male	white	45-64	college graduate	moderate	A
GA	female	white	45-64	college graduate	conservative	B
MA	female	white	45-64	some college	moderate	A
NY	female	white	45-64	college graduate	conservative	B
TX	male	hispanic	30-44	didn't graduate from HS	moderate	A
UT	female	white	18-29	some college	moderate	A
FL	male	white	65+	some college	conservative	B
MA	female	white	45-64	some college	moderate	B
WA	female	white	45-64	high school graduate	conservative	B
NY	female	white	45-64	some college	moderate	B
MA	female	white	45-64	college graduate	liberal	A
KS	male	white	18-29	college graduate	moderate	A
TX	male	white	45-64	college graduate	moderate	A
LA	female	white	45-64	college graduate	moderate	B
IL	female	white	65+	high school graduate	conservative	A
OH	male	white	45-64	college graduate	conservative	B
VA	female	white	18-29	some college	moderate	A
NE	female	white	45-64	some college	moderate	A
FL	male	white	45-64	college graduate	liberal	A
NJ	female	hispanic	18-29	some college	liberal	A
CA	female	white	18-29	some college	moderate	A
GA	female	white	18-29	college graduate	liberal	A
WV	female	white	65+	some college	liberal	B
CT	male	white	30-44	some college	liberal	A
MN	male	white	45-64	college graduate	conservative	B
NH	male	white	18-29	high school graduate	moderate	A
NY	male	white	45-64	some college	liberal	A
CA	female	white	18-29	some college	conservative	B
MA	male	white	18-29	college graduate	moderate	A
LA	female	black	18-29	high school graduate	conservative	A
NJ	female	white	45-64	high school graduate	conservative	B
CA	male	white	30-44	college graduate	conservative	B
FL	male	white	45-64	college graduate	moderate	B
GA	female	white	30-44	college graduate	liberal	A
VA	female	white	30-44	some college	conservative	B
NC	male	white	45-64	some college	conservative	B
OH	male	white	65+	some college	liberal	A
NC	female	white	30-44	college graduate	moderate	B
FL	female	white	45-64	some college	moderate	A
SD	female	white	45-64	some college	conservative	B
NY	female	hispanic	30-44	college graduate	moderate	A
GA	male	white	45-64	some college	moderate	A
MO	male	white	30-44	college graduate	moderate	A
MD	female	white	45-64	college graduate	liberal	A
MA	female	white	45-64	college graduate	conservative	A
FL	female	white	65+	some college	moderate	A
AL	male	white	18-29	some college	conservative	B
NY	male	white	45-64	college graduate	moderate	B
NJ	male	white	30-44	some college	liberal	A
PA	male	white	30-44	college graduate	conservative	B
IN	female	white	30-44	college graduate	moderate	B
MI	male	white	65+	college graduate	liberal	A
VT	female	white	30-44	some college	liberal	A
OK	male	white	30-44	some college	moderate	B
UT	female	white	30-44	college graduate	liberal	A
FL	female	white	45-64	college graduate	moderate	A
TX	male	white	45-64	college graduate	moderate	B
MI	male	white	30-44	college graduate	moderate	A
KY	female	white	45-64	college graduate	liberal	A
IN	female	white	45-64	college graduate	moderate	B
WV	male	white	18-29	high school graduate	moderate	B
NY	male	white	18-29	college graduate	liberal	A
WI	female	white	18-29	some college	moderate	B
NJ	female	white	45-64	college graduate	conservative	B
MA	male	white	65+	college graduate	moderate	A
IL	female	white	45-64	some college	moderate	A
TX	female	white	65+	college graduate	conservative	B
CA	male	white	30-44	college graduate	liberal	A
MA	male	white	65+	college graduate	conservative	B
MO	male	white	18-29	high school graduate	liberal	A
MD	male	white	30-44	didn't graduate from HS	liberal	A
MA	male	white	45-64	college graduate	moderate	B
IN	male	black	45-64	college graduate	liberal	A
MO	female	white	30-44	some college	conservative	B
MO	female	white	45-64	high school graduate	conservative	B
IL	male	black	30-44	some college	moderate	A
IN	female	white	18-29	high school graduate	liberal	A
CA	female	hispanic	30-44	high school graduate	conservative	A
MI	female	white	65+	college graduate	conservative	B
PA	male	hispanic	30-44	high school graduate	conservative	B
CA	male	hispanic	18-29	high school graduate	liberal	A
OK	male	white	18-29	college graduate	conservative	B
TX	female	white	45-64	college graduate	moderate	A
NC	female	black	18-29	college graduate	liberal	A
NY	male	white	30-44	college graduate	moderate	A
NE	female	white	45-64	college graduate	moderate	B
SD	male	white	18-29	high school graduate	liberal	A
OK	male	white	30-44	didn't graduate from HS	moderate	A
VA	male	white	45-64	college graduate	conservative	B
TX	male	black	30-44	high school graduate	moderate	A
MO	male	white	45-64	college graduate	moderate	B
FL	female	white	18-29	some college	conservative	B
UT	female	white	45-64	some college	conservative	B
FL	male	white	30-44	high school graduate	conservative	B
NV	female	white	45-64	some college	liberal	A
OR	male	white	65+	college graduate	moderate	A
KY	female	white	30-44	college graduate	moderate	B
FL	female	hispanic	30-44	some college	liberal	A
NY	female	white	45-64	some college	moderate	B
MN	female	white	30-44	some college	conservative	A
MI	female	white	65+	some college	liberal	A
SD	male	white	65+	high school graduate	conservative	B
MO	male	white	30-44	college graduate	conservative	B
MI	female	white	65+	college graduate	moderate	B
CA	female	white	45-64	some college	moderate	A
MN	female	other	30-44	college graduate	moderate	A
IL	male	white	45-64	high school graduate	conservative	B
FL	female	white	45-64	college graduate	conservative	B
NY	male	white	30-44	high school graduate	conservative	B
UT	male	white	30-44	college graduate	moderate	A
IA	male	white	65+	some college	conservative	B
AL	female	white	30-44	college graduate	conservative	B
CA	female	other	45-64	college graduate	liberal	A
NJ	female	white	45-64	high school graduate	conservative	B
CA	female	white	18-29	high school graduate	conservative	B
IA	female	white	18-29	high school graduate	conservative	A
WY	female	white	45-64	college graduate	moderate	A
NJ	female	white	18-29	high school graduate	conservative	B
MD	male	white	45-64	college graduate	liberal	A
VT	male	white	45-64	high school graduate	moderate	A
SC	male	white	45-64	college graduate	conservative	B
VA	male	white	45-64	college graduate	conservative	B
FL	female	white	30-44	college graduate	moderate	B
FL	male	white	45-64	college graduate	liberal	A
WI	male	white	45-64	high school graduate	moderate	A
CA	male	white	65+	some college	liberal	A
CT	male	white	18-29	some college	liberal	A
IL	male	white	45-64	college graduate	conservative	A
MA	male	white	45-64	some college	moderate	B
CO	female	white	65+	high school graduate	conservative	B
CA	female	white	30-44	some college	liberal	A
